1	1.12969
1	1.12668
1	1.12254
1	1.10827
1	1.09172
1	1.08534
1	1.17986
1	1.1304
1	1.13129
1	1.13556
1	1.15314
1	1.21555
1	1.15155
1	1.10425
1	1.20596
1	1.13609
1	1.18126
1	1.13302
1	1.13771
1	1.10021
1	1.12593
1	1.16897
1	1.07821
1	1.16698
1	1.14633
1	1.08523
1	1.09922
1	1.20991
1	1.15331
1	1.13783
1	1.20497
1	1.17622
1	1.09249
1	1.10691
1	1.08838
1	1.16846
1	1.14577
1	1.11883
1	1.14598
1	1.17205
1	1.15751
1	1.24163
1	1.08385
1	1.13218
1	1.10511
1	1.2114
1	1.17874
1	1.08774
1	1.12331
1	1.11217
1	1.0962
1	1.12451
1	1.19806
1	1.1053
1	1.18598
1	1.16351
2	2.02627
2	1.75426
2	1.83519
2	2.23214
2	1.6177
2	2.09191
2	2.16037
2	1.75658
2	1.98011
2	1.74901
2	2.10092
2	2.3154
2	1.703
2	1.71854
2	2.18498
2	2.22026
2	2.01989
2	2.13806
2	2.20986
2	2.17583
2	2.16501
2	2.03225
2	1.83495
2	1.79967
2	1.82063
2	2.22244
2	2.01792
2	2.27756
2	2.27522
2	1.57831
2	2.68566
2	1.92618
2	2.13779
2	1.75108
2	2.03836
2	2.83625
2	2.48596
2	2.19088
2	2.03422
2	2.2638
2	2.0454
2	1.60545
2	1.97671
2	2.4692
2	2.37098
2	1.79224
2	2.1365
2	2.03154
2	1.80474
2	2.2189
2	2.02835
2	1.65015
2	1.86131
3	3.11068
3	3.20429
3	2.88683
3	2.79913
3	3.081
3	2.8816
3	3.02739
3	3.15041
3	2.95233
3	2.89277
3	2.75335
3	2.92849
3	3.12267
3	3.06075
3	3.0642
3	2.92154
3	2.84906
3	2.75563
3	2.91203
3	3.11826
3	2.88747
3	3.21532
3	2.87602
3	2.91723
3	3.05326
3	2.91938
3	2.92118
3	2.57157
3	3.10167
3	3.24515
3	3.05707
3	2.76118
3	3.10267
3	3.14465
3	3.14065
3	2.84494
3	2.86675
3	2.99942
3	2.98009
3	3.36458
3	3.20915
3	3.1946
3	2.87043
3	2.90621
3	2.82983
3	3.01009
3	3.0027
3	3.06347
3	2.68337
3	3.09998
3	3.08741
3	3.17098
3	3.12409
3	3.08463
3	3.14748
3	3.14841
3	2.81099
3	3.03831
3	3.18667
3	3.11294
3	3.24837
3	3.09189
3	3.20031
3	3.07945
3	3.16506
3	2.79921
3	2.85964
3	3.06435
3	2.93215
3	2.75834
3	3.08648
3	3.28545
3	2.9804
3	3.11633
3	2.88643
3	2.66378
3	3.14989
3	3.13728
3	3.06844
3	3.10649
3	2.9138
3	2.8053
3	2.63795
3	2.91626
3	2.9611
3	2.92263
3	3.17771
3	2.97928
3	2.90093
3	3.07028
3	3.27492
3	2.96543
3	2.97149
3	3.01135
3	3.23261
3	2.71475
3	3.33087
3	3.33893
3	3.03427
3	2.85874
3	3.0549
3	2.75268
4	4.1226
4	4.22345
4	4.3895
4	3.784
4	4.17567
4	4.53633
4	3.8285
4	3.82039
4	4.19309
4	4.41599
4	3.9884
4	3.84614
4	4.28497
4	4.28073
4	3.52041
4	3.96095
4	4.27344
4	4.01476
4	4.27357
4	3.99103
4	3.9557
4	4.33771
4	4.37203
4	3.7167
4	3.61623
4	4.13511
4	3.86576
4	4.00648
4	4.10435
4	4.10856
4	4.11059
4	4.27835
4	3.94185
4	4.14136
4	4.33308
4	4.01165
4	4.17061
4	3.20003
4	3.96561
4	4.20322
4	3.81802
4	4.57963
4	3.53822
4	4.10392
4	4.08005
4	3.71208
4	4.32198
4	4.1779
4	4.04508
4	3.26926
4	3.83659
4	4.49092
4	3.78115
4	3.93225
4	4.21545
4	3.62453
4	4.1283
4	3.91406
4	4.11316
4	4.35612
4	3.91162
4	3.95968
4	4.37344
4	4.2759
4	3.83083
4	4.21956
4	3.95234
4	3.88133
4	4.04858
4	4.27564
4	4.24317
4	4.30077
4	4.35507
4	4.03696
4	4.33282
5	4.84804
5	4.83148
5	4.84681
5	4.86916
5	4.80678
5	4.80661
5	4.82112
5	4.88448
5	4.87951
5	4.77071
5	4.83355
5	4.81451
5	4.88614
5	4.87898
5	4.87764
5	4.90103
5	4.85683
5	4.82708
5	4.88228
5	4.86546
5	4.88303
5	4.85676
5	4.86361
5	4.86143
5	4.88572
5	4.82131
5	4.89235
5	4.86054
5	4.83724
5	4.86383
5	4.88471
5	4.84441
5	4.83828
5	4.86337
5	4.88834
5	4.83496
5	4.79678
5	4.84896
5	4.8445
5	4.83637
5	4.79582
5	4.8573
5	4.80924
5	4.88536
5	4.82104
5	4.83844
5	4.82703
5	4.82344
5	4.83702
5	4.86772
5	4.83721
5	4.85961
5	4.81024
5	4.85004
5	4.78487
5	4.80911
5	4.84587
5	4.81505
5	4.89695
5	4.83414
5	4.8845
5	4.74179
5	4.88868
5	4.8678
5	4.83376
5	4.87767
